id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,home_team,away_team
584643,68,MissedShots,0.79,0.4109999847412109,0.0232246369123458,Alejandro Garnacho,h,10552,FromCorner,2024,RightFoot,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,,None,Manchester United,Fulham
584647,79,SavedShot,0.8190000152587891,0.5420000076293945,0.0946059226989746,Bruno Fernandes,h,1228,OpenPlay,2024,RightFoot,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Alejandro Garnacho,Pass,Manchester United,Fulham
584648,86,Goal,0.906999969482422,0.439000015258789,0.0952313393354415,Joshua Zirkzee,h,8044,OpenPlay,2024,LeftFoot,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Alejandro Garnacho,Cross,Manchester United,Fulham
584650,93,MissedShots,0.875999984741211,0.4520000076293945,0.3805783987045288,Alejandro Garnacho,h,10552,OpenPlay,2024,LeftFoot,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Marcus Rashford,Pass,Manchester United,Fulham
584627,7,MissedShots,0.8669999694824219,0.2779999923706054,0.0364734828472137,Adama Traoré,a,900,OpenPlay,2024,RightFoot,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Rodrigo Muniz,Pass,Manchester United,Fulham
584628,12,SavedShot,0.7269999694824218,0.500999984741211,0.021440427750349,Kenny Tete,a,5973,OpenPlay,2024,RightFoot,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Andreas Pereira,Pass,Manchester United,Fulham
584629,13,BlockedShot,0.889000015258789,0.4559999847412109,0.0373850800096988,Rodrigo Muniz,a,10717,FromCorner,2024,Head,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Andreas Pereira,Cross,Manchester United,Fulham
584636,47,MissedShots,0.9619999694824218,0.6279999923706054,0.0187178961932659,Alex Iwobi,a,500,FromCorner,2024,Head,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Andreas Pereira,Cross,Manchester United,Fulham
584637,49,MissedShots,0.950999984741211,0.5929999923706055,0.0660037547349929,Kenny Tete,a,5973,FromCorner,2024,Head,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Andreas Pereira,Cross,Manchester United,Fulham
584641,61,SavedShot,0.8630000305175781,0.484000015258789,0.0445369891822338,Rodrigo Muniz,a,10717,OpenPlay,2024,RightFoot,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,,Aerial,Manchester United,Fulham
584644,70,BlockedShot,0.8090000152587891,0.5120000076293946,0.057856336236,Adama Traoré,a,900,OpenPlay,2024,RightFoot,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Sasa Lukic,Pass,Manchester United,Fulham
584645,71,BlockedShot,0.7580000305175781,0.3609999847412109,0.020298421382904,Adama Traoré,a,900,OpenPlay,2024,RightFoot,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Andreas Pereira,Pass,Manchester United,Fulham
584646,75,BlockedShot,0.8230000305175781,0.5720000076293945,0.034207560122013,Calvin Bassey,a,11728,FromCorner,2024,LeftFoot,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Rodrigo Muniz,BallTouch,Manchester United,Fulham
584649,90,MissedShots,0.915,0.4279999923706055,0.0817909836769104,Calvin Bassey,a,11728,SetPiece,2024,Head,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Andreas Pereira,Cross,Manchester United,Fulham
584686,1,BlockedShot,0.8569999694824219,0.3270000076293945,0.0462054125964641,Omari Hutchinson,h,10348,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,None,Ipswich,Liverpool
584688,19,SavedShot,0.9130000305175782,0.5070000076293946,0.0542825534939765,Jacob Greaves,h,12745,SetPiece,2024,Head,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Sam Morsy,Aerial,Ipswich,Liverpool
584690,31,SavedShot,0.7880000305175782,0.45,0.083771601319313,Omari Hutchinson,h,10348,OpenPlay,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Liam Delap,TakeOn,Ipswich,Liverpool
584691,40,MissedShots,0.91,0.534000015258789,0.0484584867954254,Axel Tuanzebe,h,934,SetPiece,2024,Head,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,Aerial,Ipswich,Liverpool
584701,67,MissedShots,0.8540000152587891,0.4909999847412109,0.0405118018388748,Omari Hutchinson,h,10348,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Liam Delap,Aerial,Ipswich,Liverpool
584710,97,BlockedShot,0.79,0.605,0.0156412236392498,Jack Taylor,h,12754,FromCorner,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,Aerial,Ipswich,Liverpool
584711,97,BlockedShot,0.919000015258789,0.66,0.0537302680313587,Jacob Greaves,h,12745,FromCorner,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Sammie Szmodics,Pass,Ipswich,Liverpool
584687,15,BlockedShot,0.7559999847412109,0.344000015258789,0.0209768302738666,Dominik Szoboszlai,a,9788,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Trent Alexander-Arnold,Pass,Ipswich,Liverpool
584689,30,BlockedShot,0.825,0.6129999923706054,0.0331445857882499,Dominik Szoboszlai,a,9788,FromCorner,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,None,Ipswich,Liverpool
584692,44,MissedShots,0.8109999847412109,0.36,0.0291163958609104,Trent Alexander-Arnold,a,1791,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Mohamed Salah,Pass,Ipswich,Liverpool
584693,46,BlockedShot,0.874000015258789,0.3379999923706054,0.0402679517865181,Mohamed Salah,a,1250,FromCorner,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Luis Díaz,Pass,Ipswich,Liverpool
584694,47,MissedShots,0.8159999847412109,0.634000015258789,0.0298352316021919,Luis Díaz,a,10408,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Dominik Szoboszlai,TakeOn,Ipswich,Liverpool
584695,54,MissedShots,0.9540000152587892,0.5259999847412109,0.7516331076622009,Luis Díaz,a,10408,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Trent Alexander-Arnold,Pass,Ipswich,Liverpool
584696,58,BlockedShot,0.8530000305175781,0.5529999923706055,0.0885081216692924,Dominik Szoboszlai,a,9788,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Luis Díaz,Pass,Ipswich,Liverpool
584697,58,BlockedShot,0.8090000152587891,0.5309999847412109,0.0534335970878601,Alexis Mac Allister,a,8379,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,BallTouch,Ipswich,Liverpool
584698,58,MissedShots,0.9290000152587892,0.489000015258789,0.4153322577476501,Diogo Jota,a,6854,OpenPlay,2024,Head,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Trent Alexander-Arnold,Cross,Ipswich,Liverpool
584699,59,Goal,0.901999969482422,0.524000015258789,0.4480366706848144,Diogo Jota,a,6854,OpenPlay,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Mohamed Salah,Pass,Ipswich,Liverpool
584700,64,Goal,0.936999969482422,0.4490000152587891,0.5713244676589966,Mohamed Salah,a,1250,OpenPlay,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,None,Ipswich,Liverpool
584702,70,SavedShot,0.8369999694824218,0.5629999923706055,0.4031998515129089,Mohamed Salah,a,1250,OpenPlay,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Dominik Szoboszlai,Throughball,Ipswich,Liverpool
584703,77,MissedShots,0.914000015258789,0.545,0.0481887757778167,Diogo Jota,a,6854,OpenPlay,2024,Head,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Andrew Robertson,Aerial,Ipswich,Liverpool
584704,87,BlockedShot,0.9030000305175782,0.6090000152587891,0.134298637509346,Luis Díaz,a,10408,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Dominik Szoboszlai,Pass,Ipswich,Liverpool
584705,91,MissedShots,0.79,0.46,0.0166645981371402,Alexis Mac Allister,a,8379,FromCorner,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,Aerial,Ipswich,Liverpool
584706,92,BlockedShot,0.904000015258789,0.5870000076293945,0.1288326978683471,Dominik Szoboszlai,a,9788,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Cody Gakpo,Cross,Ipswich,Liverpool
584707,93,SavedShot,0.9309999847412108,0.3470000076293945,0.0819427371025085,Mohamed Salah,a,1250,OpenPlay,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,None,Ipswich,Liverpool
584708,93,BlockedShot,0.885,0.4020000076293945,0.0764853358268737,Conor Bradley,a,10120,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,Rebound,Ipswich,Liverpool
584709,93,SavedShot,0.9640000152587892,0.4209999847412109,0.5641074180603027,Conor Bradley,a,10120,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Luis Díaz,Pass,Ipswich,Liverpool
584738,13,SavedShot,0.735,0.435,0.0183997228741645,Ben White,h,7298,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Thomas Partey,Pass,Arsenal,Wolverhampton Wanderers
584739,13,BlockedShot,0.845999984741211,0.3309999847412109,0.0465279966592788,Kai Havertz,h,5220,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Thomas Partey,Pass,Arsenal,Wolverhampton Wanderers
584740,14,SavedShot,0.8719999694824219,0.2960000038146972,0.0423973314464092,Bukayo Saka,h,7322,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Thomas Partey,Pass,Arsenal,Wolverhampton Wanderers
584741,15,MissedShots,0.8180000305175781,0.3459999847412109,0.0366694182157516,Ben White,h,7298,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Gabriel Martinelli,Pass,Arsenal,Wolverhampton Wanderers
584742,17,SavedShot,0.8430000305175781,0.3320000076293945,0.0470896139740943,Bukayo Saka,h,7322,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Kai Havertz,BallTouch,Arsenal,Wolverhampton Wanderers
584743,18,MissedShots,0.8490000152587891,0.555,0.0914870277047157,Declan Rice,h,5553,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Bukayo Saka,Pass,Arsenal,Wolverhampton Wanderers
584744,24,Goal,0.9230000305175782,0.4959999847412109,0.3822899758815765,Kai Havertz,h,5220,OpenPlay,2024,Head,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Bukayo Saka,Cross,Arsenal,Wolverhampton Wanderers
584747,36,MissedShots,0.93,0.444000015258789,0.3456461727619171,Bukayo Saka,h,7322,OpenPlay,2024,Head,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Gabriel Martinelli,Cross,Arsenal,Wolverhampton Wanderers
584748,39,MissedShots,0.754000015258789,0.455,0.032087605446577,Bukayo Saka,h,7322,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Martin Odegaard,Dispossessed,Arsenal,Wolverhampton Wanderers
584749,43,BlockedShot,0.938000030517578,0.6719999694824219,0.0877251550555229,Gabriel Martinelli,h,7752,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Declan Rice,Pass,Arsenal,Wolverhampton Wanderers
584750,49,MissedShots,0.8819999694824219,0.580999984741211,0.1159874647855758,Kai Havertz,h,5220,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Gabriel Martinelli,Pass,Arsenal,Wolverhampton Wanderers
584751,54,BlockedShot,0.9490000152587892,0.4470000076293945,0.0635012686252594,Gabriel,h,5613,FromCorner,2024,Head,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Bukayo Saka,Aerial,Arsenal,Wolverhampton Wanderers
584752,58,MissedShots,0.8190000152587891,0.5570000076293945,0.0662564858794212,Thomas Partey,h,2328,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,,None,Arsenal,Wolverhampton Wanderers
584753,58,BlockedShot,0.91,0.3329999923706054,0.0920328497886657,Kai Havertz,h,5220,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Thomas Partey,Pass,Arsenal,Wolverhampton Wanderers
584757,69,SavedShot,0.785,0.3029999923706055,0.0182654168456792,Martin Odegaard,h,2517,SetPiece,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Bukayo Saka,Pass,Arsenal,Wolverhampton Wanderers
584758,70,BlockedShot,0.8040000152587891,0.31,0.023589551448822,Jurriën Timber,h,11707,FromCorner,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Bukayo Saka,Pass,Arsenal,Wolverhampton Wanderers
584759,73,Goal,0.8690000152587891,0.2960000038146972,0.0528427064418792,Bukayo Saka,h,7322,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Kai Havertz,Pass,Arsenal,Wolverhampton Wanderers
584760,79,BlockedShot,0.8540000152587891,0.3129999923706055,0.0655072778463363,Kai Havertz,h,5220,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Martin Odegaard,Pass,Arsenal,Wolverhampton Wanderers
584737,5,BlockedShot,0.865,0.4059999847412109,0.0688818767666816,Matt Doherty,a,6852,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,,None,Arsenal,Wolverhampton Wanderers
584745,28,MissedShots,0.755,0.445,0.0665108188986778,Jean-Ricner Bellegarde,a,7762,DirectFreekick,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,,Standard,Arsenal,Wolverhampton Wanderers
584746,35,SavedShot,0.9130000305175782,0.4570000076293945,0.2483385056257248,Jørgen Strand Larsen,a,11070,OpenPlay,2024,Head,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Hee-Chan Hwang,Cross,Arsenal,Wolverhampton Wanderers
584754,61,MissedShots,0.7,0.5870000076293945,0.0125817265361547,Rayan Ait Nouri,a,6674,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,,BallRecovery,Arsenal,Wolverhampton Wanderers
584755,64,MissedShots,0.8540000152587891,0.6530000305175782,0.0342294462025165,Rodrigo Gomes,a,12756,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Yerson Mosquera,Cross,Arsenal,Wolverhampton Wanderers
584756,67,SavedShot,0.8490000152587891,0.3479999923706054,0.0430611111223697,Matheus Cunha,a,7080,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,,BallRecovery,Arsenal,Wolverhampton Wanderers
584761,91,MissedShots,0.960999984741211,0.36,0.0162079948931932,Matt Doherty,a,6852,OpenPlay,2024,Head,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Chiquinho,Cross,Arsenal,Wolverhampton Wanderers
584762,93,SavedShot,0.8540000152587891,0.41,0.0411322973668575,Pablo Sarabia,a,2199,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Matheus Cunha,Cross,Arsenal,Wolverhampton Wanderers
584763,95,MissedShots,0.7859999847412109,0.41,0.0448911525309085,Daniel Podence,a,8291,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,,TakeOn,Arsenal,Wolverhampton Wanderers
584764,3,SavedShot,0.879000015258789,0.2589999961853027,0.0356823354959487,Jack Harrison,h,8720,OpenPlay,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,James Tarkowski,Chipped,Everton,Brighton
584766,11,MissedShots,0.879000015258789,0.355,0.0604453608393669,Jack Harrison,h,8720,OpenPlay,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,,None,Everton,Brighton
584767,13,MissedShots,0.9359999847412108,0.6780000305175782,0.0076635484583675,James Tarkowski,h,1665,SetPiece,2024,Head,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Dwight McNeil,Aerial,Everton,Brighton
584770,19,MissedShots,0.8640000152587891,0.6419999694824219,0.0626730844378471,Tim Iroegbunam,h,9554,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,,BallRecovery,Everton,Brighton
584773,28,MissedShots,0.7559999847412109,0.49,0.0114608136937022,Idrissa Gueye,h,668,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,,Aerial,Everton,Brighton
584774,36,BlockedShot,0.8090000152587891,0.5640000152587891,0.0417965836822986,Tim Iroegbunam,h,9554,OpenPlay,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,,None,Everton,Brighton
584775,50,BlockedShot,0.926999969482422,0.509000015258789,0.1128760799765586,Abdoulaye Doucouré,h,1726,OpenPlay,2024,Head,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Jack Harrison,Cross,Everton,Brighton
584777,58,BlockedShot,0.899000015258789,0.3240000152587891,0.0642303898930549,Jack Harrison,h,8720,OpenPlay,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Ashley Young,Pass,Everton,Brighton
584778,58,BlockedShot,0.7180000305175781,0.515,0.0090796602889895,Michael Keane,h,1653,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,,Rebound,Everton,Brighton
584765,8,ShotOnPost,0.7719999694824219,0.6669999694824219,0.0241545420140028,João Pedro,a,8272,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Danny Welbeck,Pass,Everton,Brighton
584768,15,MissedShots,0.9159999847412108,0.5020000076293946,0.0949353128671646,Lewis Dunk,a,6048,FromCorner,2024,Head,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,James Milner,Cross,Everton,Brighton
584769,16,BlockedShot,0.8830000305175781,0.664000015258789,0.0682226195931434,Kaoru Mitoma,a,10806,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Yankuba Minteh,Pass,Everton,Brighton
584771,25,Goal,0.9640000152587892,0.545,0.7580968141555786,Kaoru Mitoma,a,10806,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Yankuba Minteh,Pass,Everton,Brighton
584772,27,MissedShots,0.8719999694824219,0.595,0.1068357676267623,Danny Welbeck,a,501,OpenPlay,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Yankuba Minteh,Pass,Everton,Brighton
584776,55,Goal,0.845,0.5070000076293946,0.1089806854724884,Danny Welbeck,a,501,OpenPlay,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Mats Wieffer,Pass,Everton,Brighton
584779,62,SavedShot,0.9259999847412108,0.6070000076293945,0.3820148408412933,Kaoru Mitoma,a,10806,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,João Pedro,Pass,Everton,Brighton
584780,66,SavedShot,0.921999969482422,0.6990000152587891,0.0352448672056198,Kaoru Mitoma,a,10806,SetPiece,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,James Milner,Pass,Everton,Brighton
584781,71,BlockedShot,0.9209999847412108,0.3270000076293945,0.1148738488554954,Simon Adingra,a,11710,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,James Milner,BallRecovery,Everton,Brighton
584782,86,Goal,0.8490000152587891,0.5420000076293945,0.0974678918719291,Simon Adingra,a,11710,OpenPlay,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Danny Welbeck,Pass,Everton,Brighton
584786,23,BlockedShot,0.879000015258789,0.6769999694824219,0.0368984937667846,Fabian Schär,h,76,SetPiece,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Anthony Gordon,Pass,Newcastle United,Southampton
584788,44,Goal,0.87,0.53,0.3602729439735412,Joelinton,h,87,OpenPlay,2024,LeftFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Alexander Isak,Pass,Newcastle United,Southampton
584789,48,BlockedShot,0.9230000305175782,0.6040000152587891,0.0363179855048656,Joelinton,h,87,FromCorner,2024,Head,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Lewis Hall,Cross,Newcastle United,Southampton
584783,9,BlockedShot,0.9209999847412108,0.4209999847412109,0.1231005042791366,William Smallbone,a,8224,SetPiece,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Joe Ayodele-Aribo,Pass,Newcastle United,Southampton
584784,13,BlockedShot,0.8019999694824219,0.32,0.0271818041801452,William Smallbone,a,8224,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Jack Stephens,Pass,Newcastle United,Southampton
584785,21,MissedShots,0.7630000305175781,0.265,0.0185290165245533,Adam Armstrong,a,4419,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Taylor Harwood-Bellis,Pass,Newcastle United,Southampton
584787,40,MissedShots,0.948000030517578,0.5659999847412109,0.4019381701946258,Ben Brereton Díaz,a,11815,OpenPlay,2024,Head,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Yukinari Sugawara,Aerial,Newcastle United,Southampton
584790,49,BlockedShot,0.9180000305175782,0.5379999923706055,0.4697476029396057,Adam Armstrong,a,4419,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Joe Ayodele-Aribo,Pass,Newcastle United,Southampton
584791,49,BlockedShot,0.9290000152587892,0.5840000152587891,0.4089212417602539,Ben Brereton Díaz,a,11815,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,,Rebound,Newcastle United,Southampton
584792,50,SavedShot,0.845,0.3279999923706054,0.0767997950315475,Adam Armstrong,a,4419,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Ben Brereton Díaz,Pass,Newcastle United,Southampton
584793,61,BlockedShot,0.8419999694824218,0.529000015258789,0.0591274052858352,William Smallbone,a,8224,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,,Tackle,Newcastle United,Southampton
584794,61,BlockedShot,0.8480000305175781,0.5609999847412109,0.0584323368966579,Adam Armstrong,a,4419,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,,Rebound,Newcastle United,Southampton
584795,62,BlockedShot,0.86,0.4120000076293945,0.072511613368988,Flynn Downes,a,10845,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Adam Armstrong,Pass,Newcastle United,Southampton
584796,62,BlockedShot,0.830999984741211,0.3479999923706054,0.0383631624281406,Joe Ayodele-Aribo,a,10766,OpenPlay,2024,LeftFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Flynn Downes,Rebound,Newcastle United,Southampton
584797,68,BlockedShot,0.710999984741211,0.4429999923706054,0.0215120799839496,Kyle Walker-Peters,a,885,FromCorner,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Flynn Downes,Pass,Newcastle United,Southampton
584798,77,MissedShots,0.8730000305175781,0.3110000038146973,0.0503203310072422,Kyle Walker-Peters,a,885,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Jan Bednarek,Pass,Newcastle United,Southampton
