id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,home_team,away_team
545904,11,BlockedShot,0.879000015258789,0.2470000076293945,0.0303755104541778,Harry Kane,a,647,OpenPlay,2015,RightFoot,81,Manchester United,Tottenham,1,0,2015-08-08 15:45:00,Christian Eriksen,Pass,Manchester United,Tottenham
545905,11,BlockedShot,0.865999984741211,0.4970000076293945,0.0210388395935297,Toby Alderweireld,a,639,FromCorner,2015,Head,81,Manchester United,Tottenham,1,0,2015-08-08 15:45:00,Christian Eriksen,Cross,Manchester United,Tottenham
545906,11,MissedShots,0.830999984741211,0.4329999923706055,0.0533996634185314,Harry Kane,a,647,FromCorner,2015,RightFoot,81,Manchester United,Tottenham,1,0,2015-08-08 15:45:00,,Rebound,Manchester United,Tottenham
545907,17,SavedShot,0.9359999847412108,0.3529999923706055,0.0730578526854515,Kyle Walker,a,638,OpenPlay,2015,RightFoot,81,Manchester United,Tottenham,1,0,2015-08-08 15:45:00,Christian Eriksen,Chipped,Manchester United,Tottenham
545908,21,OwnGoal,0.095,0.499000015258789,0.0,Kyle Walker,a,638,OpenPlay,2015,LeftFoot,81,Manchester United,Tottenham,1,0,2015-08-08 15:45:00,,Tackle,Manchester United,Tottenham
545914,46,SavedShot,0.8490000152587891,0.6719999694824219,0.0359582528471946,Toby Alderweireld,a,639,SetPiece,2015,RightFoot,81,Manchester United,Tottenham,1,0,2015-08-08 15:45:00,,None,Manchester United,Tottenham
545919,83,SavedShot,0.933000030517578,0.720999984741211,0.0364912301301956,Christian Eriksen,a,646,OpenPlay,2015,LeftFoot,81,Manchester United,Tottenham,1,0,2015-08-08 15:45:00,Toby Alderweireld,Chipped,Manchester United,Tottenham
545920,87,BlockedShot,0.901999969482422,0.499000015258789,0.0984154790639877,Harry Kane,a,647,SetPiece,2015,Head,81,Manchester United,Tottenham,1,0,2015-08-08 15:45:00,Christian Eriksen,Cross,Manchester United,Tottenham
545921,88,SavedShot,0.8209999847412109,0.354000015258789,0.029682794585824,Christian Eriksen,a,646,OpenPlay,2015,RightFoot,81,Manchester United,Tottenham,1,0,2015-08-08 15:45:00,Erik Lamela,Pass,Manchester United,Tottenham
487134,19,MissedShots,0.9009999847412108,0.5279999923706055,0.0478710010647773,Marc Pugh,h,466,OpenPlay,2015,Head,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,Simon Francis,Aerial,Bournemouth,Aston Villa
487135,24,MissedShots,0.7580000305175781,0.3959999847412109,0.0224238000810146,Matt Ritchie,h,461,OpenPlay,2015,LeftFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,Joshua King,Pass,Bournemouth,Aston Villa
487137,28,BlockedShot,0.754000015258789,0.3170000076293945,0.0209429003298282,Joshua King,h,465,OpenPlay,2015,RightFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,Andrew Surman,Pass,Bournemouth,Aston Villa
487138,32,MissedShots,0.7769999694824219,0.3859999847412109,0.0240359995514154,Andrew Surman,h,460,OpenPlay,2015,LeftFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,Matt Ritchie,Pass,Bournemouth,Aston Villa
487139,36,MissedShots,0.8930000305175781,0.4759999847412109,0.4157530069351196,Dan Gosling,h,462,OpenPlay,2015,RightFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,,Dispossessed,Bournemouth,Aston Villa
487140,40,SavedShot,0.8969999694824219,0.3179999923706054,0.1161729991436004,Callum Wilson,h,468,OpenPlay,2015,RightFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,Andrew Surman,Throughball,Bournemouth,Aston Villa
487142,44,MissedShots,0.8769999694824219,0.6559999847412109,0.0540846996009349,Joshua King,h,465,OpenPlay,2015,RightFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,Andrew Surman,Pass,Bournemouth,Aston Villa
487143,46,SavedShot,0.9059999847412108,0.485,0.0988041013479232,Marc Pugh,h,466,SetPiece,2015,RightFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,Simon Francis,HeadPass,Bournemouth,Aston Villa
487145,60,BlockedShot,0.835,0.7730000305175782,0.0153938001021742,Callum Wilson,h,468,OpenPlay,2015,RightFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,Charlie Daniels,Chipped,Bournemouth,Aston Villa
487149,75,MissedShots,0.835,0.6329999923706054,0.040378101170063,Andrew Surman,h,460,SetPiece,2015,LeftFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,,None,Bournemouth,Aston Villa
487151,82,MissedShots,0.8490000152587891,0.2629999923706054,0.020245999097824,Matt Ritchie,h,461,OpenPlay,2015,RightFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,Andrew Surman,Chipped,Bournemouth,Aston Villa
487136,26,MissedShots,0.7419999694824219,0.5979999923706054,0.0182690992951393,Idrissa Gueye,a,668,OpenPlay,2015,RightFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,Jordan Veretout,Pass,Bournemouth,Aston Villa
487141,42,BlockedShot,0.7859999847412109,0.4370000076293945,0.0973708033561706,Leandro Bacuna,a,674,DirectFreekick,2015,RightFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,,Standard,Bournemouth,Aston Villa
487144,47,SavedShot,0.8830000305175781,0.5609999847412109,0.1136680021882057,Idrissa Gueye,a,668,OpenPlay,2015,LeftFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,Gabriel Agbonlahor,Pass,Bournemouth,Aston Villa
487146,67,BlockedShot,0.86,0.5029999923706054,0.0754842981696128,Gabriel Agbonlahor,a,890,OpenPlay,2015,LeftFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,,None,Bournemouth,Aston Villa
487147,67,MissedShots,0.935,0.3259999847412109,0.0526796989142894,Rudy Gestede,a,671,OpenPlay,2015,RightFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,,Rebound,Bournemouth,Aston Villa
487148,71,Goal,0.93,0.5029999923706054,0.3740819990634918,Rudy Gestede,a,671,FromCorner,2015,Head,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,Ashley Westwood,Cross,Bournemouth,Aston Villa
487150,81,SavedShot,0.795,0.5070000076293946,0.0546761006116867,Gabriel Agbonlahor,a,890,OpenPlay,2015,LeftFoot,82,Bournemouth,Aston Villa,0,1,2015-08-08 18:00:00,Micah Richards,TakeOn,Bournemouth,Aston Villa
51556,18,SavedShot,0.9180000305175782,0.4870000076293945,0.0972732976078987,Gareth Barry,h,590,FromCorner,2015,Head,83,Everton,Watford,2,2,2015-08-08 18:00:00,Kevin Mirallas,Cross,Everton,Watford
51557,23,BlockedShot,0.7619999694824219,0.475,0.0275899991393089,Ross Barkley,h,592,OpenPlay,2015,LeftFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,Tom Cleverley,Pass,Everton,Watford
51558,29,MissedShots,0.730999984741211,0.4359999847412109,0.0186350997537374,Ross Barkley,h,592,OpenPlay,2015,LeftFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,Gareth Barry,Pass,Everton,Watford
51559,30,SavedShot,0.8680000305175781,0.7519999694824219,0.0267168004065752,Ross Barkley,h,592,OpenPlay,2015,RightFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,Tom Cleverley,Pass,Everton,Watford
51562,49,MissedShots,0.9390000152587892,0.5770000076293945,0.2133949995040893,Romelu Lukaku,h,594,FromCorner,2015,Head,83,Everton,Watford,2,2,2015-08-08 18:00:00,Ross Barkley,Cross,Everton,Watford
51563,55,BlockedShot,0.7659999847412109,0.715,0.0101560996845364,Kevin Mirallas,h,595,OpenPlay,2015,RightFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,,Aerial,Everton,Watford
51567,67,MissedShots,0.916999969482422,0.4229999923706055,0.0767420977354049,Arouna Koné,h,601,OpenPlay,2015,Head,83,Everton,Watford,2,2,2015-08-08 18:00:00,Tom Cleverley,Cross,Everton,Watford
51568,75,Goal,0.7580000305175781,0.585,0.0192703995853662,Ross Barkley,h,592,OpenPlay,2015,RightFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,Arouna Koné,Pass,Everton,Watford
51571,85,Goal,0.933000030517578,0.33,0.0695161968469619,Arouna Koné,h,601,OpenPlay,2015,RightFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,Romelu Lukaku,Pass,Everton,Watford
51573,88,SavedShot,0.9440000152587892,0.7169999694824218,0.0449309982359409,Romelu Lukaku,h,594,OpenPlay,2015,LeftFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,,None,Everton,Watford
51553,12,BlockedShot,0.884000015258789,0.4559999847412109,0.1245639994740486,Troy Deeney,a,574,OpenPlay,2015,RightFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,Miguel Layún,LayOff,Everton,Watford
51554,12,BlockedShot,0.774000015258789,0.595999984741211,0.0302600003778934,Troy Deeney,a,574,OpenPlay,2015,RightFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,Jurado,TakeOn,Everton,Watford
51555,13,Goal,0.8869999694824219,0.46,0.0935399979352951,Miguel Layún,a,1016,OpenPlay,2015,RightFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,,None,Everton,Watford
51560,40,SavedShot,0.7480000305175781,0.375,0.0234593003988266,Etienne Capoue,a,572,OpenPlay,2015,LeftFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,Jurado,Pass,Everton,Watford
51561,45,MissedShots,0.81,0.735999984741211,0.0151124000549316,Miguel Layún,a,1016,OpenPlay,2015,RightFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,,Aerial,Everton,Watford
51564,64,BlockedShot,0.9359999847412108,0.7140000152587891,0.0784830972552299,Ikechi Anya,a,577,OpenPlay,2015,LeftFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,Etienne Capoue,Pass,Everton,Watford
51565,66,SavedShot,0.7609999847412109,0.7440000152587891,0.017960000783205,José Holebas,a,568,OpenPlay,2015,LeftFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,Ikechi Anya,Pass,Everton,Watford
51566,66,MissedShots,0.785,0.415,0.0314191989600658,Jurado,a,582,OpenPlay,2015,RightFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,,Rebound,Everton,Watford
51569,76,SavedShot,0.850999984741211,0.5309999847412109,0.0178468991070985,Troy Deeney,a,574,OpenPlay,2015,Head,83,Everton,Watford,2,2,2015-08-08 18:00:00,José Holebas,Cross,Everton,Watford
51570,82,Goal,0.8419999694824218,0.4970000076293945,0.1141759976744651,Odion Ighalo,a,573,OpenPlay,2015,RightFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,Troy Deeney,TakeOn,Everton,Watford
51572,86,MissedShots,0.7219999694824218,0.6329999923706054,0.0116357998922467,Ikechi Anya,a,577,OpenPlay,2015,RightFoot,83,Everton,Watford,2,2,2015-08-08 18:00:00,Ben Watson,TakeOn,Everton,Watford
51577,8,BlockedShot,0.7619999694824219,0.2660000038146972,0.0167864002287387,Riyad Mahrez,h,750,SetPiece,2015,LeftFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Marc Albrighton,Pass,Leicester,Sunderland
51578,10,Goal,0.8830000305175781,0.645,0.0165414009243249,Jamie Vardy,h,755,SetPiece,2015,Head,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Marc Albrighton,Cross,Leicester,Sunderland
51579,12,BlockedShot,0.95,0.5379999923706055,0.1565490067005157,Shinji Okazaki,h,754,OpenPlay,2015,LeftFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Jamie Vardy,Pass,Leicester,Sunderland
51580,17,Goal,0.933000030517578,0.5070000076293946,0.1444039940834045,Riyad Mahrez,h,750,OpenPlay,2015,Head,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Marc Albrighton,Cross,Leicester,Sunderland
51582,24,Goal,0.885,0.5,0.7611690163612366,Riyad Mahrez,h,750,Penalty,2015,LeftFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,,Standard,Leicester,Sunderland
51583,26,SavedShot,0.8530000305175781,0.5879999923706055,0.2981069982051849,Jamie Vardy,h,755,OpenPlay,2015,RightFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Riyad Mahrez,Pass,Leicester,Sunderland
51584,28,MissedShots,0.914000015258789,0.6179999923706054,0.0302044991403818,Jeffrey Schlupp,h,757,OpenPlay,2015,Head,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Riyad Mahrez,Cross,Leicester,Sunderland
51586,39,MissedShots,0.8569999694824219,0.5070000076293946,0.1242379993200302,Riyad Mahrez,h,750,OpenPlay,2015,LeftFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Jamie Vardy,Pass,Leicester,Sunderland
51587,46,SavedShot,0.7290000152587891,0.5259999847412109,0.0179833006113767,Daniel Drinkwater,h,752,OpenPlay,2015,RightFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Shinji Okazaki,Pass,Leicester,Sunderland
51588,50,MissedShots,0.963000030517578,0.6430000305175781,0.3455379903316498,Jamie Vardy,h,755,OpenPlay,2015,RightFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Marc Albrighton,TakeOn,Leicester,Sunderland
51590,55,ShotOnPost,0.895,0.2820000076293945,0.0662664994597435,Riyad Mahrez,h,750,OpenPlay,2015,LeftFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Shinji Okazaki,Pass,Leicester,Sunderland
51591,56,SavedShot,0.926999969482422,0.3220000076293945,0.1341170072555542,Riyad Mahrez,h,750,OpenPlay,2015,RightFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Daniel Drinkwater,Throughball,Leicester,Sunderland
51592,57,BlockedShot,0.921999969482422,0.59,0.016160000115633,Wes Morgan,h,748,FromCorner,2015,Head,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Marc Albrighton,Aerial,Leicester,Sunderland
51593,58,SavedShot,0.8980000305175782,0.4179999923706055,0.0520704984664917,Jamie Vardy,h,755,FromCorner,2015,LeftFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Riyad Mahrez,Cross,Leicester,Sunderland
51595,61,MissedShots,0.779000015258789,0.4,0.0617919005453586,Jamie Vardy,h,755,OpenPlay,2015,LeftFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Daniel Drinkwater,Chipped,Leicester,Sunderland
51597,65,Goal,0.8480000305175781,0.55,0.0793195962905883,Marc Albrighton,h,753,OpenPlay,2015,RightFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,,None,Leicester,Sunderland
51600,72,MissedShots,0.8130000305175781,0.4670000076293945,0.07636159658432,Marc Albrighton,h,753,OpenPlay,2015,RightFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Riyad Mahrez,Pass,Leicester,Sunderland
51601,77,MissedShots,0.875999984741211,0.2770000076293945,0.0486612990498542,Andy King,h,784,OpenPlay,2015,RightFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Marc Albrighton,Pass,Leicester,Sunderland
51603,86,BlockedShot,0.8680000305175781,0.4559999847412109,0.1217620000243187,Shinji Okazaki,h,754,OpenPlay,2015,LeftFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,N&#039;Golo Kanté,Pass,Leicester,Sunderland
51574,5,BlockedShot,0.9490000152587892,0.4329999923706055,0.1215739995241165,Jermain Defoe,a,735,OpenPlay,2015,RightFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,,BallTouch,Leicester,Sunderland
51575,5,SavedShot,0.926999969482422,0.5709999847412109,0.0272771008312702,Younes Kaboul,a,736,FromCorner,2015,Head,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Adam Johnson,Aerial,Leicester,Sunderland
51576,5,SavedShot,0.926999969482422,0.489000015258789,0.050374899059534,Jack Rodwell,a,733,FromCorner,2015,Head,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,,Rebound,Leicester,Sunderland
51581,21,MissedShots,0.7080000305175781,0.3729999923706055,0.0121967000886797,Adam Johnson,a,929,OpenPlay,2015,LeftFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Sebastian Larsson,Pass,Leicester,Sunderland
51585,32,MissedShots,0.845999984741211,0.1369999980926513,0.0104473996907472,Steven Fletcher,a,930,OpenPlay,2015,LeftFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Jermain Defoe,Pass,Leicester,Sunderland
51589,52,MissedShots,0.9540000152587892,0.5709999847412109,0.1026529967784881,Steven Fletcher,a,930,FromCorner,2015,Head,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Adam Johnson,Cross,Leicester,Sunderland
51594,59,Goal,0.87,0.5420000076293945,0.3238190114498138,Jermain Defoe,a,735,OpenPlay,2015,RightFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Adam Johnson,Throughball,Leicester,Sunderland
51596,62,SavedShot,0.8630000305175781,0.6179999923706054,0.0754102990031242,Jermain Defoe,a,735,OpenPlay,2015,RightFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Adam Johnson,Pass,Leicester,Sunderland
51598,68,MissedShots,0.8159999847412109,0.485,0.0234145000576972,Jeremain Lens,a,781,OpenPlay,2015,LeftFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Adam Johnson,Cross,Leicester,Sunderland
51599,70,Goal,0.9540000152587892,0.5179999923706055,0.702413022518158,Steven Fletcher,a,930,OpenPlay,2015,Head,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Jeremain Lens,Aerial,Leicester,Sunderland
51602,80,BlockedShot,0.7069999694824218,0.48,0.0112551003694534,Sebastian Larsson,a,740,OpenPlay,2015,RightFoot,84,Leicester,Sunderland,4,2,2015-08-08 18:00:00,Jack Rodwell,Pass,Leicester,Sunderland
51646,1,MissedShots,0.7169999694824218,0.3179999923706054,0.0118880001828074,Graham Dorrans,h,801,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Jonny Howson,Pass,Norwich,Crystal Palace
51647,7,MissedShots,0.7090000152587891,0.479000015258789,0.0120836002752184,Alexander Tettey,h,791,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,,None,Norwich,Crystal Palace
51648,9,MissedShots,0.953000030517578,0.52,0.6202319860458374,Lewis Grabban,h,467,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,,None,Norwich,Crystal Palace
51650,22,BlockedShot,0.7480000305175781,0.315,0.0447392985224723,Robbie Brady,h,789,DirectFreekick,2015,LeftFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,,Standard,Norwich,Crystal Palace
51654,32,MissedShots,0.7230000305175781,0.6830000305175781,0.0125374998897314,Bradley Johnson,h,1011,OpenPlay,2015,LeftFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Jonny Howson,Pass,Norwich,Crystal Palace
51657,42,MissedShots,0.8069999694824219,0.4520000076293945,0.0474113002419471,Alexander Tettey,h,791,OpenPlay,2015,LeftFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Lewis Grabban,Pass,Norwich,Crystal Palace
51658,44,SavedShot,0.7980000305175782,0.6020000076293945,0.0131444996222853,Robbie Brady,h,789,OpenPlay,2015,LeftFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,,Aerial,Norwich,Crystal Palace
51659,46,MissedShots,0.9030000305175782,0.434000015258789,0.0468848012387752,Bradley Johnson,h,1011,FromCorner,2015,Head,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Robbie Brady,Cross,Norwich,Crystal Palace
51661,50,SavedShot,0.973000030517578,0.3629999923706055,0.0799665972590446,Lewis Grabban,h,467,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Wes Hoolahan,Pass,Norwich,Crystal Palace
51662,50,SavedShot,0.9130000305175782,0.494000015258789,0.0618106015026569,Bradley Johnson,h,1011,OpenPlay,2015,Head,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Lewis Grabban,BallTouch,Norwich,Crystal Palace
51663,54,SavedShot,0.775,0.2720000076293945,0.0158366002142429,Steven Whittaker,h,926,OpenPlay,2015,LeftFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Wes Hoolahan,Pass,Norwich,Crystal Palace
51664,61,MissedShots,0.785,0.479000015258789,0.0239179991185665,Jonny Howson,h,792,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,,None,Norwich,Crystal Palace
51665,66,BlockedShot,0.740999984741211,0.485,0.0171044003218412,Bradley Johnson,h,1011,OpenPlay,2015,LeftFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Graham Dorrans,Interception,Norwich,Crystal Palace
51666,68,Goal,0.710999984741211,0.4429999923706054,0.0117161003872752,Nathan Redmond,h,790,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Wes Hoolahan,Pass,Norwich,Crystal Palace
51667,75,BlockedShot,0.945,0.3129999923706055,0.0328458994626998,Steven Whittaker,h,926,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Robbie Brady,Cross,Norwich,Crystal Palace
51670,86,MissedShots,0.7819999694824219,0.5929999923706055,0.0279264003038406,Robbie Brady,h,789,OpenPlay,2015,LeftFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Cameron Jerome,Pass,Norwich,Crystal Palace
51672,90,MissedShots,0.885,0.455,0.0507097989320755,Cameron Jerome,h,794,SetPiece,2015,Head,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Nathan Redmond,Cross,Norwich,Crystal Palace
51649,12,BlockedShot,0.8530000305175781,0.7369999694824219,0.0238831005990505,Jordon Mutch,a,632,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Glenn Murray,Pass,Norwich,Crystal Palace
51651,29,BlockedShot,0.845999984741211,0.4020000076293945,0.0590648986399173,Jason Puncheon,a,514,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,,None,Norwich,Crystal Palace
51652,30,SavedShot,0.965,0.4770000076293945,0.6316959857940674,Glenn Murray,a,882,OpenPlay,2015,LeftFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Joel Ward,HeadPass,Norwich,Crystal Palace
51653,30,MissedShots,0.9590000152587892,0.3089999961853027,0.0120090004056692,Joel Ward,a,510,OpenPlay,2015,Head,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Glenn Murray,Pass,Norwich,Crystal Palace
51655,38,Goal,0.955,0.5770000076293945,0.3921380043029785,Wilfried Zaha,a,522,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Jason Puncheon,Cross,Norwich,Crystal Palace
51656,41,SavedShot,0.8640000152587891,0.3990000152587891,0.1321270018815994,Jordon Mutch,a,632,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Yohan Cabaye,Throughball,Norwich,Crystal Palace
51660,48,Goal,0.975999984741211,0.5940000152587891,0.3214739859104156,Damien Delaney,a,511,FromCorner,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Pape Souaré,HeadPass,Norwich,Crystal Palace
51668,84,SavedShot,0.7580000305175781,0.325,0.0228204000741243,Yohan Cabaye,a,516,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,James McArthur,Pass,Norwich,Crystal Palace
51669,86,MissedShots,0.7980000305175782,0.544000015258789,0.05849190056324,Connor Wickham,a,519,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,Jason Puncheon,Pass,Norwich,Crystal Palace
51671,87,SavedShot,0.784000015258789,0.515,0.0626183003187179,Yannick Bolasie,a,518,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,James McArthur,LayOff,Norwich,Crystal Palace
51673,93,Goal,0.8880000305175781,0.4329999923706055,0.3934279978275299,Yohan Cabaye,a,516,OpenPlay,2015,RightFoot,85,Norwich,Crystal Palace,1,3,2015-08-08 18:00:00,James McArthur,Throughball,Norwich,Crystal Palace
51525,10,MissedShots,0.7609999847412109,0.225,0.0154953002929687,Branislav Ivanovic,h,682,OpenPlay,2015,RightFoot,86,Chelsea,Swansea,2,2,2015-08-08 20:30:00,Willian,Pass,Chelsea,Swansea
51528,17,BlockedShot,0.7269999694824218,0.3459999847412109,0.0146816000342369,Nemanja Matic,h,697,OpenPlay,2015,LeftFoot,86,Chelsea,Swansea,2,2,2015-08-08 20:30:00,Eden Hazard,Pass,Chelsea,Swansea
